Vehicle Type,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
Go Mini,6.9,22.2,534.0,26.18,4.3,4.2,3
Bike,7.2,44.0,375.0,26.12,4.8,4.9,4
Bike,4.4,18.6,377.0,20.62,3.8,5.0,1
Go Mini,5.1,21.3,89.0,20.32,4.3,4.3,3
Premier Sedan,6.8,41.9,84.0,44.03,4.4,4.3,3
Auto,13.6,21.4,397.0,14.81,4.3,4.8,3
Premier Sedan,4.0,37.7,378.0,20.28,4.3,3.5,0
Go Sedan,4.7,19.0,786.0,11.88,4.9,4.9,2
Go Mini,9.3,43.7,105.0,40.52,3.1,3.4,0
Premier Sedan,7.2,30.2,938.0,29.65,3.7,3.9,0
Go Mini,14.5,37.0,179.0,40.14,4.1,4.5,4
Auto,6.4,31.3,286.0,20.89,4.3,4.1,4
Go Mini,5.2,35.8,631.0,15.66,4.0,4.5,0
Bike,7.3,15.8,53.0,45.9,4.9,3.7,3
Auto,7.5,26.0,953.0,40.75,4.1,3.4,3
Auto,11.6,15.1,200.0,49.03,4.1,4.9,2
Go Sedan,14.9,44.3,917.0,35.79,4.7,4.1,4
Premier Sedan,4.2,44.5,868.0,13.28,4.3,4.8,4
Go Sedan,11.2,44.2,929.0,16.25,4.5,4.6,4
Go Sedan,7.6,38.6,842.0,7.36,4.9,4.1,0
Go Sedan,8.2,22.7,175.0,31.99,4.5,4.3,3
Go Sedan,4.7,28.6,96.0,49.18,4.3,4.2,3
Auto,13.9,42.3,435.0,7.81,3.6,4.2,0
Go Mini,4.2,29.3,331.0,31.51,3.6,4.3,3
Auto,10.0,45.0,669.0,3.24,4.6,4.2,2
eBike,11.1,36.4,231.0,36.96,3.8,4.9,3
eBike,7.6,44.1,472.0,7.4,4.2,4.9,3
Go Mini,8.3,36.4,820.0,31.94,4.6,3.1,4
Go Mini,3.0,27.3,79.0,40.12,4.1,4.3,3
Premier Sedan,6.1,27.1,442.0,45.38,4.2,4.5,3
Auto,9.5,40.6,924.0,48.87,4.3,4.8,3
Go Mini,9.7,36.9,562.0,30.04,4.3,4.3,3
Premier Sedan,12.0,29.7,713.0,37.53,4.3,4.2,4
Go Mini,3.9,27.6,401.0,42.95,4.3,4.9,2
Bike,8.2,16.6,556.0,11.62,5.0,3.6,3
Go Mini,10.0,21.6,779.0,3.4,3.2,4.6,3
Uber XL,13.4,17.0,856.0,46.06,4.3,4.3,0
Auto,12.9,22.3,344.0,8.27,3.2,4.9,4
Go Mini,5.0,30.5,450.0,19.42,5.0,4.8,0
Go Sedan,3.5,43.9,219.0,22.5,4.6,4.2,0
Auto,4.5,18.9,252.0,11.28,3.4,4.6,0
Go Sedan,8.1,40.9,317.0,10.57,4.5,4.5,0
Bike,5.3,38.6,719.0,28.54,4.6,4.2,2
Bike,2.7,43.2,541.0,10.76,4.1,4.9,3
Go Mini,8.0,22.4,977.0,3.03,4.1,4.5,3
Auto,13.1,38.6,75.0,17.45,4.9,4.2,4
Premier Sedan,12.5,27.0,318.0,10.72,4.6,5.0,4
Bike,5.6,44.5,332.0,26.11,4.9,3.7,0
Auto,14.7,35.2,696.0,9.36,4.2,4.9,0
Auto,12.7,17.4,406.0,5.5,4.3,4.6,3
Go Mini,5.7,28.4,165.0,7.54,4.3,3.5,3
Premier Sedan,7.2,31.9,259.0,9.7,3.6,3.3,3
Auto,12.2,17.8,56.0,33.83,3.7,4.8,0
Go Mini,4.6,36.4,925.0,22.91,4.4,4.2,3
Go Sedan,5.4,24.7,693.0,14.38,4.8,4.9,3
Go Sedan,4.1,19.5,351.0,39.2,4.3,4.9,3
Bike,9.5,22.9,302.0,47.78,4.8,4.4,3
Auto,6.5,16.4,305.0,20.44,5.0,4.6,3
Bike,11.2,17.2,474.0,46.74,4.5,4.7,0
Auto,5.0,20.3,259.0,21.09,3.8,4.8,3
Auto,11.2,19.1,584.0,34.16,4.2,4.3,4
Premier Sedan,13.5,16.5,419.0,45.92,4.8,4.1,0
Auto,9.8,23.9,565.0,21.84,4.2,4.1,0
eBike,11.7,18.6,457.0,24.62,4.3,4.2,3
Go Mini,11.6,35.6,1086.0,49.94,4.4,4.6,4
Bike,7.4,21.3,2028.0,5.94,4.3,4.4,4
Bike,3.0,16.6,374.0,9.69,4.6,4.7,3
Go Mini,14.0,17.3,698.0,33.9,4.4,4.9,0
Go Mini,7.0,20.6,752.0,8.08,4.2,4.1,3
Premier Sedan,10.8,33.6,949.0,36.65,3.2,3.6,3
Go Sedan,11.9,25.1,791.0,8.27,4.9,4.8,3
Bike,12.6,16.2,535.0,13.39,4.4,4.9,0
Go Mini,10.9,44.4,317.0,32.33,5.0,5.0,4
Go Mini,3.9,39.9,1234.0,2.18,4.8,4.4,3
Auto,4.3,29.1,1184.0,32.85,3.2,4.6,3
Auto,3.9,17.9,1308.0,29.65,4.6,4.8,4
Go Mini,14.5,16.1,459.0,31.48,4.3,5.0,3
Premier Sedan,4.9,29.7,452.0,36.79,4.0,4.5,4
Bike,5.5,32.6,506.0,32.09,4.9,4.4,3
Go Mini,14.5,20.3,407.0,38.29,4.3,4.6,0
Auto,6.3,20.2,736.0,14.46,4.2,4.4,3
Premier Sedan,10.4,33.5,199.0,48.83,4.2,4.4,0
Go Sedan,11.6,21.4,113.0,15.55,4.3,3.7,0
Bike,11.9,33.8,460.0,17.0,4.5,4.7,4
Auto,8.2,27.9,367.0,46.8,4.1,4.6,1
Auto,8.8,41.3,248.0,36.85,4.3,4.5,3
Bike,3.5,39.3,261.0,49.08,4.7,4.5,3
eBike,11.0,34.8,613.0,24.27,4.9,5.0,0
Premier Sedan,6.7,36.7,239.0,8.2,3.9,4.3,3
Bike,2.4,34.6,144.0,39.19,4.1,4.7,3
Bike,2.9,35.9,1051.0,21.02,3.9,3.9,3
Go Sedan,7.0,25.3,958.0,25.22,4.7,4.6,3
Go Mini,7.5,41.2,116.0,24.38,4.3,4.0,3
Go Mini,7.3,40.2,599.0,11.06,4.6,4.9,0
Premier Sedan,14.9,17.0,1032.0,26.61,3.2,3.5,4
Go Mini,14.4,44.0,53.0,34.35,3.8,4.3,0
Bike,4.8,44.3,103.0,2.54,3.8,5.0,0
Go Sedan,14.9,32.2,51.0,11.4,4.8,4.9,3
Go Mini,12.2,22.8,398.0,33.61,4.3,4.5,0
Auto,5.7,27.6,223.0,48.29,3.8,4.7,0
Go Sedan,3.1,17.3,570.0,49.73,3.7,3.6,1
Go Mini,13.6,35.1,626.0,2.37,4.7,5.0,4
Go Sedan,6.0,24.6,450.0,20.26,4.2,4.4,3
Go Mini,2.1,33.4,307.0,15.53,3.0,4.6,0
Uber XL,13.0,29.5,856.0,45.52,4.3,3.6,3
Go Mini,5.3,36.4,427.0,48.76,4.2,3.6,0
Auto,2.2,35.1,559.0,11.57,4.2,5.0,3
Bike,3.4,20.2,297.0,7.57,4.2,4.9,0
Go Sedan,13.3,41.4,126.0,19.36,4.2,4.7,4
Go Mini,11.1,30.3,255.0,23.63,4.2,3.5,1
Go Mini,12.6,24.6,218.0,45.47,3.9,4.7,3
Auto,6.4,27.0,512.0,7.31,4.3,4.7,4
Premier Sedan,5.6,16.1,469.0,15.54,4.9,4.9,0
Auto,5.4,37.0,434.0,41.68,3.9,4.9,2
Bike,8.1,38.8,757.0,17.26,4.2,4.3,3
Go Sedan,12.6,21.3,1626.0,6.46,4.3,4.2,4
Premier Sedan,9.5,21.2,854.0,22.09,4.3,4.6,4
Auto,7.0,25.6,1043.0,17.37,5.0,3.7,0
Bike,11.2,17.0,1075.0,41.06,4.4,4.6,3
Go Sedan,11.1,24.9,941.0,15.13,4.3,3.1,0
Auto,3.5,36.3,683.0,27.27,4.5,4.7,2
Auto,2.0,21.9,448.0,12.93,3.1,4.2,4
Go Mini,14.9,27.2,470.0,27.06,3.8,4.2,1
Auto,6.0,36.8,254.0,8.17,4.3,4.1,3
eBike,6.6,20.0,376.0,48.42,4.5,4.9,0
Premier Sedan,13.0,38.7,86.0,40.11,4.2,4.3,3
Bike,9.9,21.1,57.0,3.6,4.5,3.9,4
Go Mini,8.7,27.1,104.0,46.66,4.6,3.9,0
eBike,10.3,16.9,62.0,33.43,4.9,4.9,3
Bike,10.7,16.5,966.0,36.35,4.3,4.3,2
Go Sedan,9.9,39.7,174.0,46.31,4.9,4.2,2
Go Sedan,9.3,27.0,294.0,18.56,4.5,4.7,3
Go Mini,3.9,32.2,244.0,18.58,4.4,4.7,3
Premier Sedan,10.0,22.6,1688.0,4.05,4.3,4.4,0
Auto,8.5,36.4,84.0,49.65,4.5,4.7,3
eBike,14.6,27.7,980.0,22.01,4.4,4.9,3
Auto,8.1,22.8,1221.0,16.23,3.7,4.7,0
Premier Sedan,14.2,40.3,235.0,5.87,4.6,4.8,3
Go Sedan,3.7,28.7,135.0,19.45,4.1,4.5,0
Go Mini,9.2,43.7,68.0,38.87,4.6,3.6,0
Go Sedan,7.0,29.9,329.0,34.75,3.6,3.1,3
Auto,4.8,15.4,1211.0,20.79,4.3,3.8,0
Auto,8.5,37.3,65.0,30.03,4.7,3.8,4
Bike,2.5,27.0,742.0,19.56,4.3,4.6,3
Bike,2.6,19.6,485.0,25.11,4.2,4.9,3
Premier Sedan,3.7,42.9,382.0,13.14,4.1,4.2,0
Auto,6.1,18.7,396.0,4.05,4.6,5.0,0
Go Mini,14.0,35.7,516.0,4.77,3.2,4.6,0
Auto,12.8,27.9,169.0,8.46,4.7,4.1,3
eBike,7.7,26.3,161.0,12.77,4.8,4.3,0
Bike,12.1,42.8,862.0,20.22,4.4,4.5,0
Go Sedan,7.8,26.3,668.0,46.07,4.2,4.8,2
Go Sedan,11.2,16.5,290.0,14.04,4.3,3.0,0
Go Mini,2.5,23.4,348.0,30.0,4.3,4.6,1
Go Mini,5.2,33.5,862.0,29.54,3.7,4.7,1
Go Sedan,4.8,38.2,566.0,40.59,4.6,3.7,3
Bike,2.2,27.1,309.0,25.16,3.6,5.0,4
Bike,13.2,36.2,263.0,8.97,3.9,4.3,3
Auto,5.0,35.3,84.0,5.74,4.5,4.2,1
Auto,9.1,26.2,144.0,28.4,4.3,4.6,3
Premier Sedan,9.8,34.6,526.0,27.61,4.3,4.2,0
Auto,13.3,25.4,689.0,33.86,4.3,3.0,4
Premier Sedan,13.1,31.2,279.0,36.73,4.3,4.1,4
Bike,12.5,33.9,208.0,45.37,4.3,4.6,1
Auto,10.7,39.6,481.0,21.98,4.6,4.9,4
Uber XL,13.8,30.0,397.0,5.18,4.2,4.9,3
Go Mini,5.7,33.3,528.0,18.11,4.3,4.7,0
eBike,6.8,32.7,182.0,6.94,4.3,4.3,3
Bike,8.4,36.9,226.0,3.82,4.4,5.0,3
Premier Sedan,6.2,40.0,830.0,39.17,4.6,4.8,2
Go Sedan,14.8,18.0,330.0,17.16,4.3,4.7,2
Auto,7.8,19.2,162.0,31.68,4.4,4.9,0
Bike,7.1,24.4,303.0,36.27,4.8,4.8,0
Go Mini,11.1,29.4,216.0,36.82,4.2,4.2,3
Premier Sedan,5.1,37.0,638.0,31.13,4.6,4.7,0
Bike,3.7,16.8,257.0,12.98,3.9,5.0,1
Auto,6.5,28.4,549.0,47.74,4.9,4.6,3
Go Sedan,5.2,24.6,658.0,47.98,4.9,5.0,0
Premier Sedan,3.2,30.5,76.0,46.16,4.2,5.0,3
Auto,11.6,21.8,227.0,21.62,4.2,4.6,4
Premier Sedan,9.4,15.7,303.0,9.92,4.4,3.9,3
eBike,3.0,32.1,974.0,26.38,4.3,4.7,3
Auto,9.4,34.4,589.0,13.27,3.8,4.5,3
Bike,6.5,24.8,225.0,19.84,4.7,4.5,4
Auto,7.8,21.6,805.0,20.07,4.4,4.6,4
Bike,3.9,39.1,286.0,28.22,4.1,4.2,0
Auto,13.1,30.8,119.0,18.37,4.3,5.0,3
Go Mini,3.8,31.7,446.0,6.77,4.6,4.2,1
Auto,14.9,25.9,353.0,20.92,4.9,4.9,1
eBike,2.6,23.9,354.0,21.03,4.3,4.5,1
Go Mini,9.0,26.9,753.0,46.68,5.0,4.9,0
Premier Sedan,8.5,29.8,150.0,5.62,4.3,4.2,3
Uber XL,2.3,36.5,991.0,16.69,4.3,4.6,4
Bike,9.4,23.5,160.0,37.55,4.6,4.2,2
Auto,11.1,35.4,700.0,2.19,4.0,4.1,4
Go Mini,8.9,41.5,656.0,23.02,4.1,4.6,3
Auto,7.9,33.8,997.0,30.31,4.7,5.0,3
Auto,4.4,27.3,1261.0,9.91,4.3,4.9,2
Auto,12.4,41.0,994.0,10.62,3.8,4.7,3
Auto,6.7,40.7,469.0,48.52,3.4,4.5,2
Premier Sedan,2.7,22.8,202.0,13.7,3.2,3.9,3
Auto,6.6,38.9,170.0,14.71,3.1,4.3,4
Premier Sedan,6.8,38.4,274.0,5.56,4.6,4.9,4
Bike,8.0,35.6,140.0,20.89,3.7,5.0,3
Auto,8.6,18.4,118.0,37.31,4.1,5.0,2
Go Mini,12.1,23.8,882.0,26.18,4.4,4.3,3
Go Mini,7.7,19.3,272.0,46.45,4.6,4.6,3
Auto,2.7,44.3,253.0,15.72,3.0,4.9,3
Bike,5.5,37.8,507.0,38.09,3.9,4.3,2
eBike,10.9,15.1,892.0,26.44,4.3,4.9,2
Bike,3.8,44.3,378.0,6.56,4.0,4.2,3
eBike,2.0,34.5,749.0,7.8,4.5,3.8,1
Go Mini,7.1,40.8,535.0,10.49,3.8,4.2,0
eBike,14.6,19.1,51.0,49.87,3.7,4.8,3
Auto,6.0,36.0,294.0,22.53,4.3,4.8,3
Auto,4.8,40.3,873.0,36.88,4.6,4.7,3
Bike,11.3,37.7,218.0,2.18,4.1,3.9,3
Go Mini,10.1,27.5,596.0,49.49,5.0,4.8,3
Go Mini,8.9,21.1,200.0,15.12,3.6,3.6,3
Auto,10.4,33.0,476.0,16.36,4.1,4.3,2
Bike,12.5,34.4,430.0,40.57,4.3,4.5,3
Auto,12.0,28.2,141.0,44.24,4.0,4.4,3
Auto,9.4,23.6,333.0,3.61,4.4,4.7,3
Auto,10.0,21.6,985.0,44.11,4.1,4.3,3
Go Sedan,7.4,38.6,459.0,20.28,4.3,4.2,0
eBike,4.0,26.7,146.0,5.08,4.8,4.2,4
Go Mini,9.4,24.9,761.0,9.61,4.2,4.6,0
Go Mini,6.4,25.8,354.0,28.51,4.0,4.3,1
Go Sedan,9.1,30.6,689.0,39.97,4.1,4.4,4
eBike,8.0,28.9,247.0,18.71,4.8,4.8,3
Go Sedan,3.0,30.9,218.0,7.86,4.4,4.7,3
eBike,14.5,37.8,420.0,16.79,3.7,3.9,4
Go Mini,12.5,36.1,647.0,36.32,4.1,4.2,4
Go Mini,13.9,41.8,179.0,11.3,4.7,4.1,3
eBike,13.1,39.8,173.0,44.37,3.8,4.7,2
Bike,12.9,38.5,296.0,17.34,4.8,4.8,3
Go Mini,2.8,41.7,878.0,6.36,4.1,4.5,0
Auto,2.7,41.0,1554.0,8.96,3.2,3.7,2
Go Mini,2.8,40.6,440.0,12.19,3.9,4.7,3
Bike,10.1,33.5,91.0,45.4,3.9,4.2,3
Uber XL,10.8,37.9,358.0,12.57,4.9,4.9,0
Auto,5.5,15.7,716.0,12.82,3.6,4.9,3
Premier Sedan,14.2,38.5,265.0,13.54,4.2,4.8,1
Bike,10.2,24.8,390.0,24.15,4.5,4.2,3
Bike,14.5,22.4,271.0,44.29,4.4,3.7,0
Premier Sedan,3.1,22.0,943.0,26.53,5.0,4.9,3
Go Mini,6.4,23.5,346.0,25.12,4.2,4.4,3
eBike,8.9,35.9,645.0,2.45,4.8,4.2,0
Bike,6.9,26.0,346.0,34.76,4.3,4.1,3
Uber XL,8.3,37.9,310.0,25.25,4.4,4.5,3
Go Mini,5.6,25.2,608.0,23.23,3.8,4.2,3
Go Mini,14.3,30.0,82.0,36.96,4.0,4.9,4
Go Mini,9.6,41.7,99.0,38.16,4.4,4.6,3
eBike,3.1,33.2,303.0,26.68,3.0,4.6,0
Go Sedan,8.9,29.3,202.0,29.89,4.6,4.5,1
Bike,11.7,44.6,161.0,35.86,4.6,4.8,4
Auto,7.8,33.1,391.0,5.83,4.1,3.9,3
Bike,13.0,37.9,825.0,28.7,4.3,4.4,3
Bike,7.6,25.4,122.0,29.21,4.2,4.7,3
Auto,3.6,43.6,352.0,36.9,4.6,4.6,3
eBike,9.1,36.4,364.0,35.7,4.3,4.9,3
Auto,12.1,19.2,57.0,40.66,4.3,4.9,1
Premier Sedan,10.9,21.1,292.0,38.29,4.3,3.8,0
Auto,5.7,20.8,335.0,38.15,4.6,4.6,3
Bike,3.1,37.1,850.0,39.08,4.7,4.2,3
Auto,12.1,26.3,490.0,48.02,3.1,4.4,4
Auto,7.1,40.1,432.0,5.51,4.6,5.0,4
Auto,10.7,19.8,963.0,18.15,3.9,4.1,0
Premier Sedan,7.8,43.3,2838.0,46.6,4.7,4.7,3
Bike,6.9,43.3,61.0,26.72,4.9,4.9,0
eBike,10.8,44.2,538.0,2.46,4.9,4.3,4
Premier Sedan,5.3,26.2,970.0,5.73,5.0,4.3,3
Auto,13.9,31.7,106.0,2.76,3.6,4.1,3
Go Mini,4.1,37.4,414.0,35.13,4.2,4.2,3
eBike,8.4,37.0,687.0,15.27,4.6,4.2,3
Auto,2.4,16.8,105.0,28.39,4.2,4.9,0
Go Mini,13.1,30.2,577.0,24.87,4.4,4.1,3
Bike,5.0,23.8,950.0,37.27,4.2,5.0,3
Go Mini,2.7,17.7,982.0,34.38,4.4,4.6,0
Auto,5.6,37.9,553.0,17.44,3.9,4.3,3
Premier Sedan,2.2,31.2,726.0,33.51,4.8,4.2,3
Go Sedan,9.6,40.1,932.0,43.58,4.7,4.4,0
Go Sedan,11.8,27.0,461.0,27.17,4.6,4.3,3
Go Sedan,11.8,17.2,107.0,3.17,4.4,4.7,2
Go Mini,12.6,43.2,873.0,41.53,4.1,4.8,3
Bike,4.5,40.2,377.0,15.7,4.5,4.4,3
Go Mini,6.0,43.5,383.0,49.13,4.9,4.9,0
Go Sedan,5.3,43.7,279.0,19.49,4.1,3.9,3
Auto,13.4,43.7,226.0,24.08,4.9,4.8,3
Go Sedan,14.2,37.4,354.0,4.94,3.1,4.3,3
Auto,6.7,40.2,535.0,9.89,4.4,4.6,4
Bike,6.3,26.1,706.0,6.54,4.2,4.2,0
Bike,9.4,18.1,782.0,26.37,4.4,4.1,2
Go Sedan,4.3,18.7,156.0,21.97,4.7,3.7,0
Bike,9.0,15.3,580.0,42.95,4.2,4.8,3
Auto,7.6,15.3,405.0,28.84,4.9,4.9,4
Premier Sedan,4.9,44.5,639.0,23.85,4.6,4.2,0
Auto,4.2,36.7,182.0,46.4,4.2,5.0,4
Bike,11.7,21.9,235.0,33.82,4.3,4.4,0
Bike,8.8,44.7,283.0,38.64,4.5,4.3,0
Go Mini,10.1,28.0,501.0,23.46,3.0,4.7,3
Auto,9.5,26.4,810.0,45.36,4.0,4.8,1
Bike,2.7,41.8,137.0,11.92,4.3,4.3,4
Bike,9.0,33.3,296.0,44.93,4.3,4.6,3
Go Sedan,4.6,19.2,575.0,7.82,4.4,4.1,3
Go Sedan,14.6,23.5,435.0,19.7,4.9,4.7,0
Go Sedan,13.5,25.1,236.0,47.35,4.1,4.0,3
Auto,13.1,24.7,327.0,14.55,3.3,4.6,3
Go Sedan,14.5,41.6,254.0,31.55,4.2,4.6,0
Bike,4.4,27.4,520.0,26.13,4.2,4.0,3
Bike,3.8,38.8,167.0,40.51,4.7,3.4,0
Go Sedan,7.0,37.3,180.0,20.01,4.7,4.7,3
eBike,9.6,30.7,144.0,15.13,4.3,4.9,4
Bike,9.7,16.3,728.0,29.19,4.4,4.9,3
Auto,11.5,24.0,496.0,44.56,4.8,4.8,0
Premier Sedan,6.5,35.8,383.0,9.21,4.6,3.2,3
Auto,9.1,33.7,447.0,3.54,3.2,4.4,3
Bike,11.5,32.8,1086.0,16.55,4.6,4.6,3
Bike,12.3,35.5,757.0,39.91,4.1,4.2,3
Go Mini,7.3,22.5,476.0,43.19,4.2,4.9,3
Bike,3.7,32.1,539.0,12.28,4.1,4.1,4
Bike,11.2,32.9,179.0,11.91,3.5,4.9,2
Go Sedan,10.6,43.8,290.0,29.36,4.2,4.6,0
Go Mini,4.6,29.9,522.0,39.1,4.1,4.6,3
Go Mini,8.7,17.4,111.0,20.56,4.4,4.8,0
Premier Sedan,4.7,19.1,643.0,27.63,3.9,4.2,3
eBike,12.9,15.0,206.0,14.46,4.1,4.9,1
Go Mini,13.8,35.1,645.0,28.97,3.7,4.9,0
Go Mini,11.0,35.7,987.0,23.27,4.6,4.9,4
Go Mini,3.6,24.4,963.0,13.27,4.2,4.6,3
Auto,10.2,32.1,105.0,22.18,4.6,4.5,3
Go Sedan,3.0,22.9,146.0,5.69,4.2,3.2,4
Bike,2.8,19.3,397.0,33.42,4.1,4.8,0
Auto,4.5,32.9,775.0,39.52,4.2,4.8,2
Bike,14.9,35.4,653.0,20.86,5.0,4.9,0
Bike,7.2,41.6,58.0,6.65,3.1,3.2,2
Premier Sedan,13.3,32.2,159.0,15.22,4.5,4.9,0
Uber XL,9.5,22.8,204.0,5.93,4.7,4.2,3
eBike,7.0,21.4,216.0,46.35,4.6,4.5,3
Go Mini,2.3,25.7,1538.0,32.06,4.5,4.8,2
Premier Sedan,6.8,34.8,438.0,29.73,3.6,4.3,3
Go Sedan,14.4,34.6,387.0,40.77,3.7,4.3,1
Auto,10.9,44.6,559.0,13.1,4.2,3.5,0
Premier Sedan,8.5,38.2,302.0,16.41,3.1,4.3,0
Go Sedan,14.2,34.8,606.0,46.81,4.4,4.5,0
Premier Sedan,15.0,32.2,192.0,29.47,4.3,4.8,0
Go Sedan,14.1,17.0,983.0,18.31,4.8,4.7,0
Go Sedan,6.5,16.8,934.0,36.29,4.1,4.2,4
Premier Sedan,8.5,16.6,146.0,34.95,4.5,4.6,3
Go Mini,9.2,25.3,244.0,38.18,4.4,4.3,3
Go Mini,14.4,25.9,540.0,44.32,4.9,4.6,1
Uber XL,5.8,26.6,110.0,29.43,4.9,4.1,3
Auto,11.9,20.5,410.0,25.25,3.5,4.7,3
Bike,6.5,36.0,344.0,33.58,4.3,5.0,0
Go Mini,12.2,33.9,688.0,15.3,5.0,4.5,0
Auto,13.4,33.1,330.0,33.01,3.3,4.8,3
Go Mini,5.2,35.7,859.0,40.8,3.8,4.9,3
Auto,11.8,22.5,69.0,27.17,4.9,4.2,3
Go Mini,3.8,15.5,94.0,16.9,4.7,4.6,0
Premier Sedan,9.8,19.5,442.0,32.95,3.9,4.3,3
eBike,10.5,19.8,456.0,48.15,3.5,4.2,0
Premier Sedan,2.1,39.8,818.0,22.81,3.0,4.1,0
Premier Sedan,14.3,31.5,382.0,8.97,3.9,4.1,3
Go Mini,15.0,20.6,315.0,12.31,3.2,3.3,3
eBike,10.7,36.2,276.0,21.04,5.0,3.2,0
Auto,3.5,22.1,630.0,5.89,4.7,3.5,1
Bike,8.5,19.7,354.0,25.64,5.0,4.6,1
Go Mini,14.4,18.7,1360.0,22.04,3.9,4.7,0
Go Sedan,2.7,37.6,642.0,21.75,4.3,4.4,2
Auto,6.4,37.7,430.0,6.92,4.7,3.9,0
Auto,7.7,18.5,937.0,28.43,4.7,4.1,4
Bike,12.3,33.5,361.0,32.44,4.2,4.2,2
Go Sedan,6.3,15.3,742.0,11.04,4.5,4.3,0
Bike,5.1,40.1,196.0,8.89,4.4,4.6,3
Go Mini,5.3,43.1,515.0,37.72,3.6,4.1,1
Bike,12.5,36.9,275.0,41.57,4.3,4.9,4
Auto,10.1,33.7,246.0,30.11,4.2,4.2,3
Go Mini,8.0,24.0,389.0,39.29,4.3,4.1,3
Auto,10.9,27.7,247.0,21.58,4.3,5.0,4
eBike,2.4,34.2,2413.0,14.61,4.8,4.0,3
Auto,12.7,16.6,148.0,39.83,4.8,4.2,0
Go Mini,14.8,16.2,448.0,40.78,4.4,4.8,1
Premier Sedan,2.3,21.5,684.0,31.83,4.9,4.6,3
Bike,7.9,31.3,790.0,20.14,4.3,4.3,0
eBike,9.5,22.7,845.0,9.3,3.3,4.3,4
Auto,4.6,26.0,1557.0,42.08,4.9,4.1,3
Premier Sedan,7.1,37.9,636.0,39.8,4.4,3.2,0
Go Mini,14.1,39.7,531.0,26.92,3.2,4.5,0
Bike,10.0,28.7,586.0,2.22,4.4,4.4,1
Auto,3.8,17.2,277.0,32.78,5.0,4.3,3
Auto,3.2,28.3,268.0,37.83,3.8,4.7,3
Go Mini,6.4,16.4,533.0,15.76,4.3,3.6,4
Go Sedan,3.8,23.3,650.0,24.29,4.2,4.9,0
Premier Sedan,4.5,16.6,244.0,13.74,3.5,4.9,3
Go Mini,2.6,16.3,124.0,40.32,3.9,4.1,1
Auto,5.1,38.6,198.0,21.27,4.3,4.6,3
Bike,14.6,25.1,276.0,40.43,4.2,4.8,3
Bike,8.2,15.3,778.0,9.98,4.6,4.6,0
Go Mini,11.9,25.1,981.0,6.7,3.5,3.8,3
Go Sedan,11.6,19.2,202.0,8.31,4.3,4.1,3
Go Mini,5.2,33.0,186.0,13.16,4.2,4.8,0
Auto,12.9,30.7,694.0,14.59,4.2,4.6,4
Premier Sedan,13.9,36.2,850.0,10.14,4.0,3.0,4
Premier Sedan,3.6,16.6,2158.0,16.11,4.1,3.8,1
Auto,11.6,37.8,109.0,46.06,4.2,4.6,2
Go Sedan,10.1,44.0,228.0,40.37,3.4,4.9,0
Auto,8.1,37.7,286.0,41.44,4.2,4.6,2
Bike,3.4,35.5,249.0,15.57,4.7,4.7,3
eBike,12.5,26.4,445.0,24.79,4.4,4.2,3
Bike,8.5,20.1,411.0,9.44,3.2,4.8,4
Auto,14.7,27.9,208.0,46.11,4.8,4.9,1
Go Sedan,12.2,24.2,952.0,42.92,4.2,4.3,0
Go Mini,8.7,19.8,281.0,46.66,4.5,4.4,3
Bike,6.8,31.3,526.0,37.66,4.1,4.6,0
Auto,8.2,26.4,1685.0,42.41,4.7,3.9,2
Auto,8.3,17.3,566.0,6.68,4.8,4.3,1
Go Mini,3.4,44.9,993.0,40.16,3.6,4.2,3
Go Mini,13.5,40.6,614.0,12.18,4.5,4.0,1
Auto,2.6,21.5,185.0,13.0,3.6,4.1,0
Bike,10.8,29.8,237.0,3.96,4.3,4.2,3
Auto,3.0,20.7,428.0,46.49,3.6,3.1,1
Bike,5.6,29.2,426.0,40.59,4.4,3.7,1
Go Mini,11.0,19.2,590.0,39.93,3.3,4.3,4
Auto,4.9,34.4,709.0,36.44,4.6,4.6,2
Go Mini,6.2,31.2,464.0,15.21,3.3,4.5,0
eBike,8.4,15.6,859.0,30.72,4.6,5.0,0
Auto,7.4,27.1,471.0,27.77,3.6,3.2,3
Auto,13.5,34.0,261.0,30.05,4.3,4.3,1
Premier Sedan,7.3,30.1,175.0,7.49,3.8,3.2,0
Auto,10.7,40.5,117.0,19.44,4.2,4.1,2
Auto,8.4,25.6,547.0,23.78,4.7,4.1,3
Go Mini,10.5,26.6,682.0,47.91,4.1,3.6,1
Auto,5.6,16.1,217.0,13.05,4.2,5.0,0
Go Mini,13.3,36.6,991.0,49.35,4.7,3.6,3
Go Sedan,7.8,23.7,788.0,42.58,3.0,4.1,0
Go Mini,9.1,34.7,279.0,26.59,3.3,3.8,3
Premier Sedan,11.1,32.8,963.0,21.98,4.3,3.7,3
Auto,8.0,27.7,352.0,12.06,4.7,4.6,2
Auto,3.0,28.3,235.0,44.56,4.4,4.2,3
Premier Sedan,13.5,34.7,316.0,21.95,4.5,4.3,0
Bike,10.4,26.4,453.0,16.63,4.2,3.7,3
eBike,5.4,39.0,596.0,44.1,4.3,4.6,4
Go Mini,8.6,25.2,409.0,29.5,4.3,4.9,2
Premier Sedan,3.8,16.5,497.0,11.96,4.2,4.3,4
